Microp_Field_ID,Family,Database,Taxon,G_Taxon,Database.1,common.name,wild.cultivated,Herbaceous.woody,Reference,Notes,Root_Trait_Count,Database_Groot,Coarse_root_fine_root_mass_ratio,Fine_root_mass_leaf_mass_ratio,Lateral_spread,Mean_Root_diameter,Net_nitrogen_uptake_rate,Root_branching_density,Root_branching_ratio,Root_C_concentration,Root_C_N_ratio,Root_Ca_concentration,Root_cortex_thickness,Root_dry_matter_content,Root_K_concentration,Root_length_density_volume,Root_lifespan_mean,Root_lifespan_median,Root_lignin_concentration,Root_litter_mass_loss_rate,Root_mass_density,Root_mass_fraction,Root_Mg_concentration,Root_Mn_concentration,Root_mycorrhizal.colonization,Root_N_concentration,Root_N_P_ratio,Root_P_concentration,Root_production,Root_stele_diameter,Root_stele_fraction,Root_tissue_density,Root_total_structural_carbohydrate_concentration,Root_turnover_rate,Root_vessel_diameter,Root_xylem_vessel_number,Rooting_depth,Specific_root_area,Specific_root_length,Specific_root_respiration,,Growth.direction..orthotropic.plagiotropic.ageotropic.,Phyllotaxis..spiral.opposite.,Branching.type..monoopdial.sympodial.,Branching.position..acrotony.mesotony.basitony.,Flowering.of.each.axis..terminal.lateral.none.,Meristem.functioning.for.each.axis..indeterminate.determinate.,Branching.mechanism..continuous.rhythmic.diffuse.absent.,Short.shoots,Number.of.axes.orders,Number.of.types.of.axes,Reiteration,Basal.branching
130,Amaryllidaceae,Guillame,Allium tuberosum,Allium tuberosum,MICROP,Garlic chives,Cultivated,Herbaceous,Wiersema & Blanca 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
95,Amaryllidaceae,Guillame,Allium vavilovii,Allium vavilovii,MICROP,Onion wild relative 1,Wild,Herbaceous,Wiersema & Blanca 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthotropic,Distichous,Sympodial,Basitonic,Terminal,Determinate,Continuous,Absent,2,1,Present,
120,Amaryllidaceae,Guillame,Allium vavilovii,Allium vavilovii,MICROP,Ledebourianum wild relative 2,Wild,Herbaceous,Nguyen et al. 2008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2559,Sapindaceae,Guillame,Allophyllys longipes ,Allophyllys longipes ,MICROP,Titberry wild relative 2,Wild,Woody,Mahar et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2558,Sapindaceae,Guillame,Allophylus arboreus ,Allophylus arboreus ,MICROP,Titberry wild relative 1,Wild,Woody,Mahar et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2557,Sapindaceae,Guillame,Allophylus cobbe ,Allophylus cobbe ,MICROP,Titberry ,Cultivated,Woody,Mahar et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
169,Anacardiaceae,Guillame,Allospondias lakonensis ,Allospondias lakonensis ,MICROP,Allospondias,Cultivated,,Du et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
316,Araceae,Guillame,Alocasia cucullata ,Alocasia cucullata ,MICROP,Hooded dwarf elephant ear,Cultivated,Herbaceous,Nauheimer et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
318,Araceae,Guillame,Alocasia longiloba ,Alocasia longiloba ,MICROP,Hooded dwarf elephant wild relative 2,Wild,Herbaceous,Nauheimer et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
319,Araceae,Guillame,Alocasia macrorrhizos ,Alocasia macrorrhizos ,MICROP,Giant taro,Cultivated,Herbaceous,Nauheimer et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
321,Araceae,Guillame,Alocasia micholitziana ,Alocasia micholitziana ,MICROP,Giant taro wild relative 2,Wild,Herbaceous,Nauheimer et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
317,Araceae,Guillame,Alocasia odora ,Alocasia odora ,MICROP,Hooded dwarf elephant wild relative 1,Wild,Herbaceous,Nauheimer et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
320,Araceae,Guillame,Alocasia ramosii ,Alocasia ramosii ,MICROP,Giant taro wild relative 1,Wild,Herbaceous,Nauheimer et al. 2012,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
425,Asphodelaceae,Guillame,Aloe forbesii,Aloe forbesii,MICROP,Aloe wild relative 1,Wild,,Adams et al. 2000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Monopodial,Mesotonic,Terminal,Determinate,Continuous,Absent,2,1,Present,
426,Asphodelaceae,Guillame,Aloe pendens,Aloe pendens,MICROP,Aloe wild relative 2,Wild,,Adams et al. 2000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
424,Asphodelaceae,Guillame,Aloe vera,Aloe vera,MICROP,Aloe,Cultivated,,Adams et al. 2000,,1,Groot,,,,,,,,,,,,,,,,,,,,,,,45.38,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Monopodial,Mesotonic,Terminal,Determinate,Continuous,Absent,2,1,Present,
2782,Zingiberaceae,Guillame,Alpinia abundiflora,Alpinia abundiflora,MICROP,Green cardamom wild relative 1,Wild,Herbaceous,Poulsen et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2824,Zingiberaceae,Guillame,Alpinia calcarata ,Alpinia calcarata ,MICROP,Lesser galangal wild relative 1,Wild,Herbaceous,Kress et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2777,Zingiberaceae,Guillame,Alpinia conchigera,Alpinia conchigera,MICROP,Galangal wild relative 2,Wild,Herbaceous,Kress et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2775,Zingiberaceae,Guillame,Alpinia galanga,Alpinia galanga,MICROP,Galangal,Cultivated,Herbaceous,Kress et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2826,Zingiberaceae,Guillame,Alpinia globosa ,Alpinia globosa ,MICROP,Globosa ,Cultivated,Herbaceous,Hanh et al. 2014,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2827,Zingiberaceae,Guillame,Alpinia hainanensis ,Alpinia hainanensis ,MICROP,Globosa wild relative 1,Wild,Herbaceous,Hanh et al. 2014,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2789,Zingiberaceae,Guillame,Alpinia latilabris,Alpinia latilabris,MICROP,Malaccensis wild relative 2,Wild,Herbaceous,Kress et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2787,Zingiberaceae,Guillame,Alpinia malaccensis ,Alpinia malaccensis ,MICROP,Malaccensis ,Cultivated,Herbaceous,Kress et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2776,Zingiberaceae,Guillame,Alpinia nigra,Alpinia nigra,MICROP,Galangal wild relative 1,Wild,Herbaceous,Kress et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2788,Zingiberaceae,Guillame,Alpinia nutans,Alpinia nutans,MICROP,Malaccensis wild relative 1,Wild,Herbaceous,Kress et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2823,Zingiberaceae,Guillame,Alpinia officinarum,Alpinia officinarum,MICROP,Lesser galangal,Cultivated,Herbaceous,Kress et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2825,Zingiberaceae,Guillame,Alpinia oxyphylla,Alpinia oxyphylla,MICROP,Lesser galangal wild relative 2,Wild,Herbaceous,Kress et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2828,Zingiberaceae,Guillame,Alpinia pinnanensis,Alpinia pinnanensis,MICROP,Globosa wild relative 2,Wild,Herbaceous,Hanh et al. 2014,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
68,Amaranthaceae,Guillame,Amaranthus acutilobus,Amaranthus acutilobus,MICROP,Spleen amaranth wild relative 1,Wild,Herbaceous,Stetter & Schmid 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
61,Amaranthaceae,Guillame,Amaranthus caudatus,Amaranthus caudatus,MICROP,Kiwicha,Cultivated,Herbaceous,Stetter & Schmid 2017,,1,Groot,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
64,Amaranthaceae,Guillame,Amaranthus cruentus ,Amaranthus cruentus ,MICROP,Blood amaranth,Cultivated,Herbaceous,Stetter & Schmid 2017,,1,Groot,,,,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
67,Amaranthaceae,Guillame,Amaranthus dubius ,Amaranthus dubius ,MICROP,Spleen amaranth,Cultivated,Herbaceous,Stetter & Schmid 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
63,Amaranthaceae,Guillame,Amaranthus hybridus,Amaranthus hybridus,MICROP,Kiwicha wild relative 2,Wild,Herbaceous,Stetter & Schmid 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
66,Amaranthaceae,Guillame,Amaranthus hybridus,Amaranthus hybridus,MICROP,Blood amaranth wild relative 2,Wild,Herbaceous,Stetter & Schmid 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
65,Amaranthaceae,Guillame,Amaranthus hypochondriacus,Amaranthus hypochondriacus,MICROP,Blood amaranth wild relative 1,Wild,Herbaceous,Stetter & Schmid 2017,,1,Groot,,,,,,,,,,,,,,,,,,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
71,Amaranthaceae,Guillame,Amaranthus lividus,Amaranthus lividus,MICROP,Joseph's coat wild relative 1,Wild,Herbaceous,Stetter & Schmid 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
72,Amaranthaceae,Guillame,Amaranthus mauricatus,Amaranthus mauricatus,MICROP,Joseph's coat wild relative 2,Wild,Herbaceous,Stetter & Schmid 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
62,Amaranthaceae,Guillame,Amaranthus quitensis ,Amaranthus quitensis ,MICROP,Kiwicha wild relative 1,Wild,Herbaceous,Stetter & Schmid 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
69,Amaranthaceae,Guillame,Amaranthus spinosus,Amaranthus spinosus,MICROP,Spleen amaranth wild relative 2,Wild,Herbaceous,Stetter & Schmid 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
70,Amaranthaceae,Guillame,Amaranthus tricolor ,Amaranthus tricolor ,MICROP,Joseph's coat,Cultivated,Herbaceous,Stetter & Schmid 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2414,Rosaceae,Guillame,Amelanchier alnifolia,Amelanchier alnifolia,MICROP,Pacific serviceberry,Cultivated,Woody,Liu et al. 2020,,4,Groot,,,,0.376066667,,,,,,,,,,,,,,,,0.96,,,,,,,,,,0.503968254,,,,,,,20.87559975,,,,,,,,,,,,NA,,
2418,Rosaceae,Guillame,Amelanchier arborea,Amelanchier arborea,MICROP,Canadian serviceberry wild relative 1,Wild,Woody,Burgess et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2419,Rosaceae,Guillame,Amelanchier bartramiana,Amelanchier bartramiana,MICROP,Canadian serviceberry wild relative 2,Wild,Woody,Burgess et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2417,Rosaceae,Guillame,Amelanchier canadensis,Amelanchier canadensis,MICROP,Canadian serviceberry,Cultivated,Woody,Burgess et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2415,Rosaceae,Guillame,Amelanchier humilis ,Amelanchier humilis ,MICROP,Pacific serviceberry wild relative 1,Wild,Woody,Liu et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2416,Rosaceae,Guillame,Amelanchier sanguinea ,Amelanchier sanguinea ,MICROP,Pacific serviceberry wild relative 2,Wild,Woody,Liu et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
271,Apiaceae,Guillame,Ammi majus,Ammi majus,MICROP,Bullwort,Cultivated,Herbaceous,Jimenez-Mejias & Vargas 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
272,Apiaceae,Guillame,Ammi seubertianum,Ammi seubertianum,MICROP,Bullwort wild relative 1,Wild,Herbaceous,Jimenez-Mejias & Vargas 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
273,Apiaceae,Guillame,Ammi trifoliatum,Ammi trifoliatum,MICROP,Bullwort wild relative 2,Wild,Herbaceous,Jimenez-Mejias & Vargas 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2790,Zingiberaceae,Guillame,Amomum compactum,Amomum compactum,MICROP,Round cardamom,Cultivated,Herbaceous,Xia et al. 2004,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2794,Zingiberaceae,Guillame,Amomum compactum,Amomum compactum,MICROP,Round Siam cardamom wild relative 1,Wild,Herbaceous,Boer et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2785,Zingiberaceae,Guillame,Amomum petaloideum,Amomum petaloideum,MICROP,Black cardamom wild relative 1,Wild,Herbaceous,Boer et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2786,Zingiberaceae,Guillame,Amomum putrescens,Amomum putrescens,MICROP,Black cardamom wild relative 2,Wild,Herbaceous,Boer et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2784,Zingiberaceae,Guillame,Amomum subulatum,Amomum subulatum,MICROP,Black cardamom,Cultivated,Herbaceous,Boer et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2791,Zingiberaceae,Guillame,Amomum testaceum,Amomum testaceum,MICROP,Round cardamom wild relative 1,Wild,Herbaceous,Xia et al. 2004,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2795,Zingiberaceae,Guillame,Amomum testaceum,Amomum testaceum,MICROP,Round Siam cardamom wild relative 2,Wild,Herbaceous,Boer et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2793,Zingiberaceae,Guillame,Amomum verum,Amomum verum,MICROP,Round Siam cardamom,Cultivated,Herbaceous,Boer et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2792,Zingiberaceae,Guillame,Amomum villosum,Amomum villosum,MICROP,Round cardamom wild relative 2,Wild,Herbaceous,Xia et al. 2004,,6,Groot,,,,0.231955556,,,,458.582486,30.88313444,,,,,,,,,,,,,,,14.848926,,,,,,0.133168538,,,,,,,187.4048069,,,,,,,,,,,,NA,,
329,Araceae,Guillame,Amorphophallus albus ,Amorphophallus albus ,MICROP,Konjaku wild relative 1,Wild,Herbaceous,Claudel et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
333,Araceae,Guillame,Amorphophallus bangkokensis,Amorphophallus bangkokensis,MICROP,Elephant foot yam wild relative 2,Wild,Herbaceous,Claudel et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
325,Araceae,Guillame,Amorphophallus harmandii ,Amorphophallus harmandii ,MICROP,Harmandii,Cultivated,Herbaceous,Claudel et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
328,Araceae,Guillame,Amorphophallus konjac ,Amorphophallus konjac ,MICROP,Konjaku ,Cultivated,Herbaceous,Claudel et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
327,Araceae,Guillame,Amorphophallus laoticus ,Amorphophallus laoticus ,MICROP,Harmandii wild relative 2,Wild,Herbaceous,Claudel et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
326,Araceae,Guillame,Amorphophallus linearis,Amorphophallus linearis,MICROP,Harmandii wild relative 1,Wild,Herbaceous,Claudel et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
332,Araceae,Guillame,Amorphophallus opertus ,Amorphophallus opertus ,MICROP,Elephant foot yam wild relative 1,Wild,Herbaceous,Claudel et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
331,Araceae,Guillame,Amorphophallus paeoniifolius ,Amorphophallus paeoniifolius ,MICROP,Elephant foot yam,Cultivated,Herbaceous,Claudel et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
330,Araceae,Guillame,Amorphophallus rhizomatosus ,Amorphophallus rhizomatosus ,MICROP,Konjaku wild relative 2,Wild,Herbaceous,Claudel et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1356,Fabaceae,Guillame,Amphicarpaea bracteata,Amphicarpaea bracteata,MICROP,Hog peanut ,Cultivated,Herbaceous,Ohashi & Ohashi 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1357,Fabaceae,Guillame,Amphicarpaea bracteata subsp. edgeworthii,Amphicarpaea bracteata subsp. edgeworthii,MICROP,Hog peanut wild relative 1,Wild,Herbaceous,Ohashi & Ohashi 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1358,Fabaceae,Guillame,Amphicarpaea ferruginea,Amphicarpaea ferruginea,MICROP,Hog peanut wild relative 2,Wild,Herbaceous,Ohashi & Ohashi 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
552,Bignoniaceae,Guillame,Amphilophium paniculatum,Amphilophium paniculatum,MICROP,Gourd tree wild relative 2,Wild,Woody,Abdel-Hameed 2014,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
135,Anacardiaceae,Guillame,Anacardium corymbosum,Anacardium corymbosum,MICROP,Cashew wild relative 2,Wild,,Rabah et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
134,Anacardiaceae,Guillame,Anacardium humile,Anacardium humile,MICROP,Cashew wild relative 1,Wild,,Rabah et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
133,Anacardiaceae,Guillame,Anacardium occindentale,Anacardium occindentale,MICROP,Cashew,Cultivated,,Rabah et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
643,Bromeliaceae,Guillame,Ananas bracteatus ,Ananas bracteatus ,MICROP,Parguazensis wild relative 1,Wild,Herbaceous,Matuszak-Renger et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
639,Bromeliaceae,Guillame,Ananas comosus,Ananas comosus,MICROP,Pineapple,Cultivated,Herbaceous,Wiersema & Blanca 2013,,1,Groot,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Absent,Absent,Terminal,Determinate,Continuous,Absent,1,1,,
640,Bromeliaceae,Guillame,Ananas comosus var. ananassoides,Ananas comosus var. ananassoides,MICROP,Pineapple wild relative 1,Wild,Herbaceous,Wiersema & Blanca 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Absent,Absent,Terminal,Determinate,Continuous,Absent,1,1,,
642,Bromeliaceae,Guillame,Ananas cosmosus var. parguazensis ,Ananas cosmosus var. parguazensis ,MICROP,Parguazensis,Cultivated,Herbaceous,Matuszak-Renger et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
641,Bromeliaceae,Guillame,Ananas macrodontes,Ananas macrodontes,MICROP,Pineapple wild relative 2,Wild,Herbaceous,Wiersema & Blanca 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
644,Bromeliaceae,Guillame,Ananas nanaus ,Ananas nanaus ,MICROP,Parguazensis wild relative 2,Wild,Herbaceous,Matuszak-Renger et al. 2018,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2624,Saururaceae ,Guillame,Anemopsis californica ,Anemopsis californica ,MICROP,Heart leaved houttuynia wild relative 1,Wild,Herbaceous,Meng et al. 2002,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
258,Apiaceae,Guillame,Anethum foeniculoides,Anethum foeniculoides,MICROP,Dill wild relative 2,Wild,Herbaceous,Jimenez-Mejias & Vargas 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
261,Apiaceae,Guillame,Anethum foeniculoides,Anethum foeniculoides,MICROP,Fennel wild relative 2,Wild,Herbaceous,Jimenez-Mejias & Vargas 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
256,Apiaceae,Guillame,Anethum graveolens,Anethum graveolens,MICROP,Dill,Cultivated,Herbaceous,Jimenez-Mejias & Vargas 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
274,Apiaceae,Guillame,Angelica archangelica ,Angelica archangelica ,MICROP,Garden angelica ,Cultivated,Herbaceous,Liao et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
298,Apiaceae,Guillame,Angelica japonica ,Angelica japonica ,MICROP,Japonica ,Cultivated,Herbaceous,Liao et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
300,Apiaceae,Guillame,Angelica keiskei,Angelica keiskei,MICROP,Japonica wild relative 2,Wild,Herbaceous,Liao et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
299,Apiaceae,Guillame,Angelica moriii,Angelica moriii,MICROP,Japonica wild relative 1,Wild,Herbaceous,Liao et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
200,Annonaceae,Guillame,Annona bahiensis,Annona bahiensis,MICROP,Dolabripetala wild relative 1,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
203,Annonaceae,Guillame,Annona bahiensis,Annona bahiensis,MICROP,Biriba wild relative 1,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
206,Annonaceae,Guillame,Annona bahiensis,Annona bahiensis,MICROP,Leptopetala wild relative 1,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
201,Annonaceae,Guillame,Annona calcarata,Annona calcarata,MICROP,Dolabripetala wild relative 2,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
204,Annonaceae,Guillame,Annona calcarata,Annona calcarata,MICROP,Biriba wild relative 2,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
207,Annonaceae,Guillame,Annona calcarata,Annona calcarata,MICROP,Leptopetala wild relative 2,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
190,Annonaceae,Guillame,Annona cherimola ,Annona cherimola ,MICROP,Cherimoya,Cultivated,Woody,Larranaga et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
198,Annonaceae,Guillame,Annona cherimola ,Annona cherimola ,MICROP,Sweetsop wild relative 2,Wild,Woody,Larranaga et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
219,Annonaceae,Guillame,Annona conica ,Annona conica ,MICROP,Macroprophyllata wild relative 2,Wild,Woody,Larranaga et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
